	0
24	"Nine Muslim young men, who were killed and their bodies thrown in a drain during the February communal riots in northeast Delhi, were forced to shout ‘Jai Shri Ram’ before they were stripped, thrashed and bludgeoned to death. A total of 51 persons were killed in the riots that followed fierce protests against the Citizenship (Amendment) Act (CAA) and the proposed National Register of Citizens (NRC) in the capital. More than 750 cases have been registered in connection with the riots and the murders, a copy of the charge sheet seen by
The Hindu , said.
Also read | Police identify incidents that ‘led’ to north-east Delhi riotsThe nine victims were identified as Mursalin, Aas Mohd, Aamin, Bhure Ali, Hamza, Musharraf, Akil Ahmed, and Hashim Ali and his elder brother Aamir Khan.In their charge sheet, the Delhi Police have mentioned that these nine Muslim men were murdered in the period from the evening of February 25 till late night on February 26. Their bodies were recovered over a period of several days from the Bhagirathi Vihar drain.The police arrested Lokesh Solanki, Pankaj Sharma, Ankit Chaudhary, Sumit Chaudhary, Prince, Jatin Sharma, Himanshu Thakur, Vivek Panchal and Rishabh Chaudhary, after confirming their involvement in connection with the nine murders. All of them are in judicial custody.WhatsApp groupThey were part of a WhatsApp group “Kattar Hindut Ekta” that was created on February 25 to take “revenge” on Muslims. The creator of the WhatsApp group is still absconding.One of the accused, Lokesh Solanki, on February 25, messaged in the “Kattar Hindut Ekta” group: “Brother Lokesh Solanki this side from Ganga Vihar area if any Hindu need any back up then do contact. We have men, arms and ammunitions. I have just killed two Muslims in Bhagirathi Vihar area and thrown them in drain with the help of my team.”“Their [attackers] modus operandi was, they used to catch the people passing through the area and ascertain their religion by asking name, address and by their document i.e. Identity Card and they were forcing them to call ‘Jai Shri Ram’ many times. The person who was not calling ‘Jai Shri Ram’ and carrying the identity of Muslim identity, they were bluntly attacked and thrown into the Main Ganda Nala [dirty drain], Bhagirathi Vihar, Delhi,” the charge sheet said.A Police Control Room (PCR) call on February 25 at Gokalpuri Police Station and the caller mentioned: “Here Muslims are being killed and their vehicles are being burned.” The caller, who was a Hindu, and an eyewitness in the case, was traced during the investigation. The eyewitness himself was accosted by rioters on February 24 and found that his motorcycle was missing after he managed to free himself.On February 25, he went to the Gokalpuri Police Station to register a complaint that his bike had been stolen. At about 4 p.m., while returning home from the police station, he saw a large mob carrying stones, cudgels, sticks, swords and iron rods on the Johripur pulia (bridge) shouting slogans like “Jai Sri Ram” and “Har Har Mahadev”.Muslims targetedThey were checking the identity of persons passing through and if any Muslim was found, they were beating and throwing bodies in the drain after killing them, the charge sheet said. Most of the people in the mob were wearing helmets or had their faces muffled. He identified several rioters who were the part of the mob, the charge sheet said.Another eyewitness, in his statement to the police, said that he was part of a crowd of Hindu youth chanting “Jai Shri Ram” that brought out one person belonging to the Muslim community from his house and beat him with sticks and stones. When he died, they dumped his body in the drain.A Muslim man, who lost his shop and three vehicles in the riots, told the police that about 200-250 people had assembled near the Johripur drain and were raising slogans like “Jai Shri Ram”, “Hindu Ekta Zindabad”, “Jaago Hindu Jaago” in favour of the CAA through loudspeakers. Since many of them were locals, he knew them by name. All of them were carrying iron rods, sticks, lathis and dandas, and were insisting that Hindus assemble and kick out Muslim people from Bhagirathi Vihar, Delhi. They torched his shop located on ground floor of his house. He somehow managed to save his family, he had said.Chat transcriptsWhatsApp chat transcripts are also part of charge sheet where rioters were talking about how many Muslims they had killed, offers for reinforcements were made, and requests for arms and ammunitions were also placed on the chat group.The WhatsApp chat transcripts between the “Kattar Hindut Ekta” group members clearly fell in the category of extra-judicial confessions and had been done voluntarily, the charge sheet added.During the investigation, some more co-accused/suspects — Monty Nagar, Avdesh Mishra @ Sardar, Monu, Sahil @ Babu, Shekhar, Mongli, Baba and Tinku — were identified but are yet to be arrested since their addresses could not be ascertained. After their arrests, a supplementary charge sheet will be filed."
25	"A citizens’ committee, including former Supreme Court and High Court judges, has been constituted to inquire into the February communal riots in Delhi.The committee will inquire into the role of the State machinery in restoring order and the part played by certain sections of the media to fan the flames through fake news before and after the violence that broke out following protests against the Citizenship (Amendment) Act. Also read:
Rescripting north-east Delhi riots – and the question of justice The ‘Citizens Committee on the
Delhi Riots of February 2020 : Context, Events and Aftermath’ will include former Supreme Court judge, Justice Madan Lokur; former Delhi High Court Chief Justice and Law Commission of India chairperson Justice A.P. Shah; Justice R.S. Sodhi, former judge of the Delhi High Court; Justice Anjana Prakash, former judge of the Patna High Court; G.K. Pillai, former Union Home Secretary; and Meeran Chadha Borwankar, former Director-General, Bureau of Police Research and Development, Government of India. The committee will file its report in three months.
It was formed on the invitation of the Constitutional Conduct Group, comprising distinguished former civil servants who want an impartial probe into the events which led to the communal riots in the National Capital.  Also read:
1,300 persons arrested for north-east Delhi riots: police“Considering the horrific nature of the riots in North-East Delhi in February 2020, the scale of violence, the loss of lives and the resulting communal divide between communities, we felt that an expert body should carry out a thorough examination of what transpired before, during and after the riots. This has become even more necessary as the investigation by the Delhi Police has evoked extensive critical commentary in recent times,” a statement from the Group on Sunday said. The work of the committee would create a “contemporary record of acts of omission and commission around the riots, and their aftermath.” All persons who engage with the committee would be accorded dignity and respect. Their communication would be kept confidential. Queries can be addressed to ccgenquiry10@gmail.com."
26	"A Delhi court on Wednesday granted bail to seven accused persons in a murder case related to the north-east Delhi riots, noting that they “cannot be incarcerated till the conclusion of trial, which will take a lot of time and particularly considering the [COVID-19] pandemic”.Additional Sessions Judge Amitabh Rawat while granting bail to the seven accused persons directed them not to leave the NCR without prior permission of the court. The court directed them not to tamper with any evidence or contact any witnesses. “They shall attend the court on every date of hearing or as directed by court,” it said, adding, “Immediately after their release, they shall intimate the local SHO concerned of their mobile number which they shall be using after their release”.The case related primarily to the murder of one Vinod Kumar near ICICI Bank, ATM Gali No.1, in Brahmpuri on February 24 last year. In all, 12 persons are accused in the case.The accused persons — Sagir Ahmad, Naved Khan, Javed Khan, Arshad alias Sonu, Gulzar, Mohd. Imran and Chand Babu — were taken in custody between March 30 and October 7 last year.The court noted that most of the accused have remained in custody for more than a year and other co-accused have already been granted bail. In the present case, the chargesheet has been filed and the investigation in relation to the accused persons has been completed. “Considering the facts and circumstances, period of custody and on the issue of parity, the applications of all the seven accused persons are allowed,” the court said."
27	" The city police has told the Delhi High Court that a plea moved by JNU student and Pinjra Tod activist Devangana Kalita, accused in a case related to northeast Delhi riots, seeking copies of videos of protests against the Citizenship Amendment Act (CAA) was not maintainable.The issue regarding maintainability of the plea was raised before Justice Suresh K. Kait by Additional Solicitor General S.V. Raju, appearing for the Delhi Police.“Let the respondent [police] file an affidavit on the maintainability aspect within a week, with advance copy furnished to the other side. Response thereto, if any, be filed within five days thereafter,” the Court said and listed the matter for further hearing on February 4.Ms. Kalita, in her plea filed through advocates Adit S. Pujari, Tusharika Mattoo and Kunal Negi, has sought copies of videos of protests against the CAA and other electronic data available with the police in the matter that were filed along with the charge sheet in the case.While Ms. Kalita is in judicial custody in the case under the stringent anti-terror law Unlawful Activities (Prevention) Act, she has been granted bail in the case related to the riots in Jaffarabad area.Earlier, before the trial court, Ms. Kalita’s counsel had sought copies of a pen drive containing video clips between February 22, 2020 and February 26, 2020; DVD containing video clips of incident on February 25, 2020 and CD containing photographs and video clips of the accused; DVD containing video clips of protests of January 5, 2020 and DVD containing video clips under Jaffarabad metro station between February 22, 2020 and February 23, 2020.Communal violence had broken out in northeast Delhi on February 24 last year after clashes between the citizenship law supporters and protesters spiralled out of control, leaving at least 53 people dead and around 200 injured."
28	" A day after the
visiting U.S. President left, the
Congress Working Committee (CWC) met in Delhi to not only discuss the
Delhi riots that have killed 20 but also decided to submit a memorandum to President Ram Nath Kovind against the Delhi Police’s inability to contain the riots.
 On Tuesday, the party’s chief spokesperson had appealed to both the Centre (Prime Minister Narendra Modi and Home Minister Amit Shah) and Delhi’s elected Chief Minister Arvind Kejriwal to immediately
restore peace in the city , parts of which have been torn apart by ugly communal clashes.
Also ReadU.S. Embassy issues advisory in view of Delhi violence
 
“Do not fail this country just because you belong to different political parties,” said the Congress’ communication chief Randeep Surjewala, who claimed to made the appeal “on behalf of the people of Delhi”.Learning from mistakes For a party that was handed a resounding defeat in the recent Delhi Assembly elections, with only three of its 70 candidates managing to retain their security deposits, it isn’t a case of the party trying to reach out to the people who didn’t vote for them. Rather, it could be case of learning from their past mistakes. In December 2012, when the gruesome Nirbhaya gang-rape incident took place, most
Congress ministers and leaders were not only found wanting but seemed almost insensitive to the massive protests that broke out. Congress leader Rahul Gandhi was nowhere to be seen and the party’s former chief minister, the late Sheila Dikshit, was jeered when she went to Jantar Mantar to light a candle and express solidarity.
Also ReadAjit Doval briefs Amit Shah on Delhi situation 
 
In fact, in the unforgiving world of social media, Mr. Kejriwal was reminded of his June 2013 tweet just as critics of Mr. Modi juxtaposed pictures of Delhi burning with those from Ahmedabad, where the PM was busy hosting President Trump and his entourage at the ‘Namaste Trump’ event. “Sheila Dikshit’s response after each rape — ‘what can I do? Delhi police not in my control’. Do we want such a helpless CM?” Mr. Kejriwal had tweeted on June 27, 2013. The city replied soon after and Mr. Kejriwal has since been
elected for a third term in a row. Now that he is in power, has he done anything to shake off this helplessness?
AAP’s leadership While it’s true that the Delhi CM does not control Delhi Police in a way that he can order them to take action but the Indian Institute of Technology graduate-turned-politician surely understands that a riot cannot be controlled only by firing bullets. Communal riots need a pro-active leadership reaching out to community leaders, forming peace committees of prominent citizens in a
mohalla (locality), appealing for peace by going out as far as possible to the affected areas.
Also ReadDelhi HC issues directions to help city’s riot victims
 
Has his government done any of this? On Tuesday, Mr. Kejriwal had
convened a meeting of all MLAs , in which some of these points, such peace committees and peace marches, were mooted, and
directions were issued to District Magistrates and Sub-Divisional Magistrates of the affected districts in Delhi.
 On Tuesday, Mr. Kejriwal attended an all-party meeting with Union Home Minister and
Lieutenant-Governor Anil Baijal ; appealed for peace by sitting at Rajghat, Mahatma Gandhi’s memorial; met the injured in a government hospital in east Delhi; apart tweeting his satisfaction that U.S. First Lady Melania Trump had attended a happiness class in a Delhi government school.
‘Alarming’Describing the situation as alarming, Mr. Kejriwal on Wednesday once again tweeted that he would asking the Home Minister to call in the Army. But an elected Chief Minister and his Cabinet colleagues should have led from the front, beyond Twitter and social media.As Delhi continues to be tense and counts its losses, it is clear that both the Centre and the Delhi government will have to share responsibility for the grossly inadequate response from the authorities. While the Centre seemed too taken up with the visit of the U.S. President visit and ignored the fallout of statements made by Aam Aadmi Party-turned
Bharatiya Janata Party leader Kapil Mishra’s open
threats of communal disturbance , Mr. Kejriwal’s poor political response is a reminder of his June 2013 tweet on Delhi’s “helpless” Chief Minister.
"
29	"A school for north-east riot victims has been running near the Delhi-Uttar Pradesh border since November last year.When the communal riots broke out in the Capital, scores of people were displaced from their homes and the children could not go back to schools. Also, due to the COVID-induced lockdown, many families could not afford their education any longer.How it beganWhen Aasif Mujtaba, a PhD scholar from IIT-Delhi, met Class IV student Arsh, he found out that his family’s juice shop had been burnt down during the riots.Aasif, who also founded and runs an NGO called Miles2Smile Foundation, visited his family and got to know that they plan to send the boy to a stitching unit.This is when he decided to start this school where children from Nursery to Class VIII are being taught. It is just a few minutes from Shiv Vihar where violence had broken out last February.“I thought, there would definitely be hundreds of kids with the same problem. I was determined to open a school for them. Finally, we established Sunrise Public School. Currently, we have around 180 such kids enrolled in it,” he said. Arsh also goes to this school now.Sunrise Public School — where three rooms are currently functional with an assembly area in the middle and a playground, which is yet to made — opened on November 15.They currently have about 200 students enrolled out of which 25 from Class V-VIII are attending school for two hours — 10 a.m.-12 p.m.Principal speaksSchool principal is a 25-year-old graduate from Jamia Millia Islamia, Kishwar Shahzad. She said she has been a witness to the December 15 violence that broke out in her college last year. “I still can’t forget the trauma I underwent. I can’t imagine what these [riot-affected] people have gone through. Many of them have lost one of their parents or relatives in the riots,” she said.One of the first experiences of Ms. Shahzad was meeting parents, who had come with photographs of their burnt houses. “I recall visiting Shiv Vihar. I had stepped on a burnt pile of books inside a house; it was heartbreaking,” she said.Many parents said there was a private school in the area where their children used to study. After the riots, the school did not give any concession to the children whose parents could not afford the fees and also ill-treated them. Next, the children stopped going to the school. Subjects taught At the Sunrise Public School, they are teaching English, Urdu, mathematics, Hindi and science but in the new session starting in April, they are planning to add social studies, physical education, Islamiyat, computer science, arts and GK as well.“We are following an improved education system. It’s subject-wise rather than class-wise. Students have to move to different classes for different subjects rather than teachers coming to their classes,” Ms. Shahzad said."
30	"The Delhi Assembly’s Minority Welfare Committee has directed the government officials concerned to pursue criminal action against BJP leaders for giving alleged provocative speeches before the riots in north-east Delhi earlier this year. According to a statement issued by the committee, its chairman Amanatullah Khan had directed that action be pursued against BJP MP Parvesh Verma and party leader Kapil Mishra. Mr. Khan, it said, had directed Principal Secretary (Home) B.S. Bhalla for prompt action in relation to Delhi Police’s alleged refusal to share copies of FIRs registered in riots cases. Mr. Bhalla, as per the statement, said that the opinion of the Law Department will be sought over refusal of police to provide copies of FIRs. The committee looked at cases of loss suffered by complainants whose shops and houses were looted and burnt, but they were either paid little or no compensation, added the statement. The committee also watched a video clip in which four men in police uniform entered a mosque, which was allegedly later set ablaze, and heard submissions from some riot victims whose grievous injuries were documented as “minor” by doctors and the compensation amount disbursed to them was less than the losses suffered.Compensation worth over ?24 crore has been paid, the statement said. Out of a total 3,300 cases of compensation, 657 were rejected by officials, following review by the Waqf Board, but 86 were again found suitable for reconsideration, the statement added."
31	"An environment for violence was created before the riots broke out in the Capital in February, a recent report released by Citizens and Lawyers Initiative has stated.The report, titled ‘Delhi Riots of February 2020: Causes, Fallout and Aftermath’, claims that the implementation of Citizenship Amendment Act and the protests that followed gave rise to hate speeches, “which stoked the flames of communal violence”.‘Kapil Mishra’s speech’ “This culminated in the communally charged Delhi election campaign, which was eventually won by the Aam Aadmi Party without challenging the vitriolic content of its main Opposition. This gave rise to well-publicised gun-wielding vigilantes. The environment was as charged as a powder keg that just needed a spark to erupt. Kapil Mishra’s provocative speech in Jaffrabad, and the incendiary Facebook Live posts by Ragini Tiwari aka Janki Behen, appear to have had that effect; bolstered by rumour and misinformation on social media,” the report stated.According to the report, “ambiguous” role of police, inaction, “selective” complicity with Hindu rioters, and other factors lead to the escalation. The report also stated that the violence had multiple aspects, including the strategic deployment of rampaging mobs, local vigilantism and social media playing a role in coordinating and mobilising attacks and spreading misinformation to incite.“The failure of the law and order situation arose as a result of reported incidents of police partaking in the violence, providing tacit support to Hindu mobs, and failing to take appropriate action to staunch the loss of lives, livelihoods, and properties,” the report read.Talking about the compensation offered by the government, the report stated that it was less than what was offered during the Muzaffarnagar riots and there were also gaps in what was promised and what was delivered.Mentioning “political parallelism” in the investigation, the report claimed that the police put forward the narrative of the ruling party and that they chose to base their ‘analysis’ of the event on selective aspects of the witness statements “that conform to their existing narrative”.The report recommended the formation of a multi-stakeholder accountability team to supervise the investigation, institute adequate rehabilitation package, publish an account of compensation promises and disbursed, conduct trust drives.Former Supreme Court judge B.N. Srikrishna, who presided over the Commission of Inquiry into 1992-93 Bombay riots, who has written the prologue of the report, said: “It is time that the State machinery and constitutional functionaries display greater seriousness in the investigation of the causes of such riots and take appropriate steps to prevent their recurrence”."
32	"Bloomsbury India on Saturday said that it will not publish an upcoming book on the February Delhi riots after there was outrage over a virtual pre-publication launch, which it said was being organised without its knowledge.The authors — advocate Monika Arora and Delhi University teachers Sonali Chitalkar and Prerna Malhotra — were however, undeterred, saying one publisher may have declined but there many others to publish the book.The publishing house faced massive backlash online on Friday after an advertisement of the book launch on Saturday with BJP leader Kapil Mishra as a guest of honour did the rounds on social media.There have been allegations that several leaders including Mr. Mishra made inflammatory speeches targeting anti-citizenship law protesters before the violence broke out in Northeast Delhi on February 23.Publisher’s statementBloomsbury India issued a statement saying it strongly supports freedom of speech but also has a deep sense of responsibility towards society. (Stay up to date on new book releases, reviews, and more with The Hindu On Books newsletter.
Subscribe here. )
 “Bloomsbury India had planned to release
 Delhi Riots 2020: The Untold Story in September, a book purportedly giving a factual report on the riots in Delhi in February 2020, based on investigations and interviews conducted by the authors.”
“However, in view of very recent events including a virtual pre-publication launch organised without our knowledge by the authors, with participation by parties of whom the publishers would not have approved, we have decided to withdraw publication of the book. Bloomsbury India strongly supports freedom of speech but also has a deep sense of responsibility towards society,” the statement said.Authors reactThe authors slammed “left liberals and intellectuals” for launching a social media campaign against the book, its writers and guests of the launch including senior BJP leader Bhupender Yadav, Mr. Mishra and Bollywood filmmaker Vivek Agnihotri.“The book very well reveals how the urban Naxals and jihadists are weakening the theory of Indianness that is based on democracy, the Constitution and elections in the country,” Mr. Yadav said.Reacting to Bloomsbury India’s decision to withdraw itself from publishing the book, Ms. Arora said, “If one publisher withdraws, ten will rise. The messiahs of freedom of speech are scared of this book. They mounted a frontal attack on its writers, publisher and guests of the launch even before the book was released and one could go through it.”Mr. Mishra asserted “no power in the world can stop this book from coming out and people want to read it” and the “contractors of freedom of speech are scared that the book will expose how training was given for the riots and the propaganda machinery was involved in it“.Mr. Yadav said those behind Shaheen Bagh protest against the citizenship law earlier this year did not raise the issues of rights of women but spread “poison” in the society.Ms. Arora said that the Delhi riots need to be probed by the NIA, claiming it was “pre-planned”. She said the book has been divided into eight chapters and five annexures, all based on ground research in the riot-affected areas. The chapters of the book were about urban-Naxalism and jihadist theory in India, CAA, Shaheen Bagh Model, among others, she said.Ms. Malhotra said that the book was opposed by the “so-called leftist thinkers and intellectuals” who earlier “spread lies” that the citizenship law was against the Muslims.“The Delhi riots were an outcome of the urban Naxal and Islamic fanatics and the book exposes it,” she said.Ms. Chitalkar said the book was a result of “thorough ground research.”“We talked to everyone, including Muslims. We were not biased. This books takes stand against urban Naxals and Islamic jihadists, it is not an anti-Muslim book,” she claimed.Communal violence broke out in northeast Delhi on February 24 after citizenship law supporters and protesters clashed with each other in the area, leaving 53 people dead and nearly 200 injured.ReactionsA number of people took to Twitter to react to Bloomsbury’s decision with many decrying it.“I have not read the book in question & have no idea if it is good or bad. However, this is obviously not a quality control problem but about censorship. I commit to never publish a book with @BloomsburyIndia,” tweeted author, economist and Principal Economic Advisor in the Ministry of Finance Sanjeev Sanyal.“Bloomsbury is doing a Facebook and feels that their giving platform for hate will pass in India. Oh well appeasement of Sanghi falsehoods will not work. Will it adopt similar standards to legitimise and glorify and racists and fascists in America and Europe?,” tweeted All India Student Association (AISA).Author Ashwin Sanghi said, “What utter hypocrisy @BloomsburyIndia ... why did you agree to publish it if you had problems with the book?” Congress leader Abhishek Singhvi said, “After facing massive outrage, publishing house #Bloomsbury India has decided to withdraw the book titled
Delhi Riots 2020 - The Untold Story , which was slated to be launched on 22 August by #BJP leader #KapilMishra. Sense prevails & so does spine.”
Novelist Nilanjana Roy tagged a news report on the Delhi riots and tweeted, “Hi, @BloomsburyIndia. Some reasons why you should never have published a book that pushes the rightwing’s rotten conspiracy theory about the Delhi riots: Safoora, Meeran, Ishrat, Khalid, Devangana, Natasha, scores of local residents who are jailed.”The authors also put out tweets saying how their book exposes several wrong theories about the Delhi riots."
33	"A Delhi court on Thursday granted bail to former JNU student Umar Khalid in connection with an FIR alleging “criminal conspiracy” in a north-east Delhi riots case.The court questioned the rationale behind the police making a case of conspiracy against Mr. Khalid based on the statement of a public witness who allegedly saw him and former AAP councillor Tahir Hussain walk into a building at Shaheen Bagh on January 8 last year.“If principal accused Tahir Hussain was moved or actuated by the applicant (Khalid) in meeting dated January 8, 2020, then the applicant should have been made co-accused in 10 other cases [in which Hussain in an accused] also which is not the case,” Additional Sessions Judge Vinod Yadav said.Mr. Khalid was initially arrested on September 13, 2020 in another north-east Delhi riots case being probed by the Special Cell, where charges under the stringent Unlawful Activities (Prevention) Act (UAPA) have been invoked.He was formally arrested in the present FIR on October 1, 2020, after seven months of registration of the FIR. Mr. Khalid will continue to remain in jail as he is yet to get bail in the UAPA case.The present FIR was registered on the statement of a constable who was on duty on main Karawal Nagar Road near Chand Bagh Pulia on February 24, 2020. According to the FIR, arount 2 p.m., a large crowd gathered on the road and started pelting stones.The constable ran to a nearby parking lot to save himself but the mob broke open the shutter and thrashed all the persons present inside. They set the vehicles parked there on fire.The motorcycle of the constable was also burnt by the rioters. He somehow managed to save his life. After registration of the FIR, further investigation of the case was transferred to the Crime Branch.‘Political vendetta’ Mr. Khalid in his bail plea argued that he had been falsely implicated in the matter by the investigating agency on account of “political vendetta to muzzle dissent”. The 33-year-old argued that he was not present at the scene of crime.The Special Public Prosecutor, on the other hand, submitted that the case was “sensitive” in nature as it involved the riots that took place around the house of the main accused, Hussain. During investigation, it had emerged that there was a “deep-rooted conspiracy” which triggered communal riots in Delhi, the SSP said.The court pointed out that the statement of the primary witness in the case merely talked of some meeting between Mr. Khalid, co-accused Hussain and Khalid Saifi. The same does not disclose about the subject matter of such meeting, said the court. Judge Yadav further highlighted that the same person was also a witness in the UAPA case. When the statement of this witness was recorded on May 21, last year in the UAPA case, “he did not utter a single word against” Mr. Khalid. “...Now all of a sudden”, he in his statement recorded on September 27, 2020, “blew the trumpet of criminal conspiracy” against the applicant, the Judge noted. “This prima facie does not appeal to the senses.”Keeping in view that the investigation in the case is complete, chargesheet has already been filed and the trial is likely to take a long time, the court granted bail to Mr. Khalid.“The applicant (Khalid) cannot be made to incarcerate in jail for infinity merely on account of the fact that other persons who were part of the riotous mob have to be identified and arrested in the matter,” the court said. "
34	"A day after publishing house Bloomsbury India withdrew a book on Delhi riots, the authors on Sunday said the decision was in breach of contract and that the publishers would “invite civil and criminal liability.” The authors said the book would be brought out by another publisher. Backlash on social mediaThe book, ‘Delhi Riots 2020: The Untold Story’ by advocate Monika Arora and Delhi University teachers Sonali Chitalkar and Prerna Malhotra, was set to be released next month. The authors organised a launch event in which BJP leader Kapil Mishra was the guest of honour, leading to backlash on social media. Mr. Mishra had given a speech a day before the riots broke out in northeast Delhi in February, asking for the anti-Citizen (Amendment) Act, 2019 protesters to be removed from the area. The authors write about what they call “the urban Naxal and jihadi riot model.” “Bloomsbury India had planned to release ‘Delhi Riots 2020: The Untold Story’ in September, a book purportedly giving a factual report on the riots in Delhi in February 2020, based on investigations and interviews conducted by the authors. However, in view of very recent events including a virtual pre-publication launch organised without our knowledge by the authors, with participation by parties of whom the publishers would not have approved, we have decided to withdraw publication of the book. Bloomsbury India strongly supports freedom of speech but also has a deep sense of responsibility towards society,” the publishing house said in a statement on Saturday.In a letter to Bloomsbury on Sunday, a copy of which Ms. Arora posted on Twitter, the authors said they had not been given a reason for the publisher’s decision to withdraw. They said they only received a phone call shortly before the online launch of the book on Saturday informing them that Bloomsbury U.K. had told the India office to distance itself from the book due to pressure from “social media campaign.” They said the draft of the book had been finalised by the publisher.They termed it a “breach of contract, unethical and unprofessional conduct” and said the publisher would be “liable to pay damages to the authors for damaging their reputation, disowning them publicly, causing mental agony ...”Later on Sunday evening, Ms. Arora said in a tweet that Bloomsbury had not responded in writing to the authors. “We have no option but to go with another publisher,” she wrote.In another tweet, she said: “As per peoples sentiments, we are going ahead with @GarudaPrakashan LET THE TRUTH BE REVEALED #DelhiRiotsTheUntoldStory (sic).”"
35	"The Delhi High Court on Monday granted three weeks interim bail to former Jawaharlal Nehru University (JNU) student Natasha Narwal, arrested in connection with the north-east Delhi riots, to perform the last rites of her father who died of COVID-19 on Sunday.The court took note of the fact that deceased Mahavir Narwal was survived by a son, who himself is in self-isolation due to the pandemic, and that Ms. Natasha was the only family member who could conduct the cremation and last rites.Also ReadJailed Pinjra Tod activist Natasha Narwal’s father dies of COVID-19
 
The court was also informed that the deceased’s body was at a hospital in the city.As a condition for her interim bail, the High Court ordered Ms. Natasha to provide her phone number to the local Station House Officer and to keep the mobile phone active at all times. It also noted the concern raised by the police that she should not comment or tweet on the pending trial while on interim bail.At the time of surrender, Ms. Natasha will have to furnish to the jail authorities a copy of her RT-PCR test report.Ms. Natasha, booked under the stringent Unlawful Activities (Prevention) Act, was arrested on May 23 last year along with fellow JNU student Devangana Kalita in relation with an FIR registered on February 24 over the sit-in protest at Jafrabad Metro Station against the Citizenship (Amendment) Act.Also ReadDelhi riots | Delhi High Court reserves order on bail pleas of JNU students in UAPA case
 
The Crime Branch has lodged a separate FIR against both Ms. Natasha and Ms. Kalita in connection with the Delhi riots with charges ranging from Section 147 (rioting), 353 (using criminal force to deter public servant from discharge of his duty), 307 (attempt to murder), 302 (murder) among others.The FIR also named relevant Sections of the Arms Act and the Prevention of Damage to Public Property Act."
36	" A Delhi court on Thursday denied bail to former Aam Aadmi Party (AAP) councillor Tahir Hussain in three different FIRs related to the
northeast Delhi riots , noting that he used his muscle power and political clout to act as a kingpin in planning, instigating and fanning the flames of communal conflagration.
Additional Sessions Judge Vinod Yadav said that the public witnesses against Mr. Hussain were residents of the same locality and if released on bail at this stage, the possibility of him threatening or intimidating them could not be ruled out.The court also rejected Mr. Hussain’s contention that he be treated at parity with other co-accused persons in the cases who had been enlarged on bail. It said that the role assigned to Mr. Hussain in the cases was totally different and distinct from the rest of the co-accused, as he was the “main kingpin/conspirator in the case”.The judge noted that at the time of the eruption of the communal riots, Mr. Hussain had been in a powerful position (sitting AAP Councillor of the area).‘No cogent evidence’Mr. Hussain, who had been in judicial custody since March 16, argued that there was no cogent and legal evidence which was admissible in the eyes of law to connect him with the incident alleged in the cases.“There is no evidence by way of even a single video footage or CCTV footage to prove that the applicant (Hussain) had participated in the riots or caused damage to any property,” he argued.‘Victim of circumstances’Mr. Hussain said he belonged to ‘Aam Aadmi Party’ and was a ‘victim of circumstances’, as he had been caught up in a political cross-fire, and the allegations levelled against him were nothing but a political blame game to malign his image.He also contended that the primary witness had initially not named him in his complaint but inculpated him only while recording of his statement by the investigating agency. This, he said, was nothing but merely an “improvement” done at the instance of the investigating agency.“Even if there were no direct acts of violence attributable to the applicant, he cannot shy away from his liability under the provisions of the Sections invoked against him, particularly on account of the fact that his house/building became the hub/centre point for the rioters and rabble-rousers to unleash the worst communal riots since Partition in Delhi,” the court said.The judge stated that he found “ocular evidence” of independent witnesses to be categorical, which gave the clear details qua the active role played by him in the incidents in question.The Call Detail Record analysis of Mr. Hussain’s mobile number confirmed his presence at or around the scene of crimes on the dates of incidents, the court said. It also rejected his contention on the delay in the recording of statements of witnesses by the investigating agency."
37	? Delhi Police Special Cell on Wednesday submitted the third supplementary chargesheet in Delhi riots case in Karkardooma court. The court has yet to take cognisance in the charge sheet filed. The special cell investigating the alleged ‘large-scale conspiracy’ behind the northeast Delhi riots has arrested 15 people under the Unlawful Activities (Prevention) Act.A senior police officer said that the third supplementary charge sheet mainly focused on evidences that they got after forensic laboratory report and other technical examinations that were pending in the case. 
38	" The Delhi Police special cell on Sunday arrested former JNU student Umar Khalid under the stringent UAPA for his alleged role in the
Delhi riots , a senior police officer said late on Sunday night.
 Also read:
Police link Sitaram Yechury, Yogendra Yadav to Delhi riotsA senior police officer confirmed that Umar was called for questioning at Special Cell office on Sunday after which he was formally arrested. His parents have been informed about the development.Last week he was questioned by Delhi Police for over three hours and later released.The officer claimed that Umar was one of the key conspirators of the riots that took place in the city’s northeast in February.. His name has also emerged in riots investigation done by crime branch."
