	0
26	"NEW DELHI: The investigation into the death of intelligence official Ankit Sharma, according to multiple sources, indicates that there was a strong possibility of it being a ""targeted killing"" and not a random act of violence. The police have pieced together an initial sequence of events. Sharma had returned from office around 5pm on February 25 and stepped out with his friends. He, along with his friend, Kalu, and a few others were on one side of a 'pulia' (small bridge) while heavy stone-pelting was on from the other side. Sharma was at the front.  Eyewitnesses have told police that Sharma tripped over a stone and fell. Three-four men came from the other side and overpowered Sharma, who was then dragged away to the other side. ""Curiously, they did not touch anyone else but him,"" said a source. Sharma was possibly taken to a confined location (a house) as nobody saw him after. That's where he is suspected to have been stripped and brutalised. His body was then dragged to the drain and dumped. The body, which had only undergarments on it, was fished out from the drain the next day.  The intelligence establishment - after analysing the prima facie sequence of events, some statements and initial medical opinion - is convinced that Sharma's death appeared to be a murder with a motive. ""The sequence indicates that the killers may have been trying to send across a message. This is bigger than what meets the eye,"" a senior intelligence officer told TOI on Wednesday. While the exact number of injuries on his body are not clear yet, doctors conducting the post-mortem had told a cop present there that it had at least 54 deep stab wounds.  Talking about 'targeted killing' becoming the strongest line of probe, an investigator said: ""The fact that Sharma was abducted and taken away and not killed or harmed at the spot by the mob had raised suspicion at first. The theory has only been strengthened as the sequence of events has become clearer. Vengeance is clearly visible by the condition of the body. Nobody is killed like this usually by a mob,"" he added.  Asked if they had any leads on suspects, a senior police officer said they were trying to identify the people who dragged him away based on the details of their appearance as recalled by eyewitnesses. ""Leads from technical surveillance in the area is awaited. We are also trying to trace a group of Bangladeshi criminals whose location has come in the area around that time,"" he added. Watch Delhi riots: IB official Ankit Sharma's murder a 'targeted killing'?"
27	"NEW DELHI: A Delhi court said it was �quite pained� by the �callous attitude� of police on a complaint related to the alleged burning and desecration of a mosque during the northeast Delhi riots in February last year. The complaint filed by Haji Hashim Ali alleged that on February 25, 2020, a mob of 20-25 people, armed with sticks, rods, petrol bombs and acid, broke into Madina Masjid at Shiv Vihar and destroyed everything they could lay their hands on. Police clubbed Ali�s complaint with another FIR (no. 72/ 2020) registered on the complaint of one Naresh Chand regarding the burning of his house, in which Ali was named as an accused, thus making Ali also a complainant. Court: Strange that complainant in riot case an accused tooAli was arrested in the case but subsequently got bail. Following this, he approached the magistrate court seeking registration of a separate FIR, which was allowed when police told the court that FIR 72/2020 had Ali�s complaint too. Police challenged this before the sessions court and informed that they had already filed an FIR (no. 55/ 2020) in the Madina Masjid arson case before Ali had approached the court. Additional sessions judge Vinod Yadav said police were not even aware that an FIR had already been registered at Karawal Nagar police station when Ali approached the magistrate court. ""This prima facie reflects the callous attitude/negligence on the part of the investigating agency, as it was incumbent upon it to have placed complete material before the learned additional chief metropolitan magistrate (North East). This court is quite pained to see the lackadaisical attitude adopted by the investigating agency in the matter,"" added the order. Noting that the magistrate court had not committed any flaw as its order to file an FIR on Ali�s complaint was based on insufficient material, the sessions court remanded back the case to it to consider the matter afresh. The sessions court also noted that it was ""really strange"" that Ali was not only the complainant in FIR 72/2020, but also an accused, which was an ""apparent absurdity"". Advocate M R Shamshad, appearing for Ali, claimed that various wrong status reports were submitted before the court and police had disclosed the second FIR (55/ 2020) exactly a year later. "
28	"NEW DELHI: Contrary to the earlier reports, Shahrukh-the man who pointed a gun at a cop during Monday's clash-is still at large. Multiple operations are being carried out to nab him. Police are scanning through his social media profile to ascertain his location. Sources say that he is constantly changing his hideouts, but communicating with his friends through social media accounts. ""His mother and father have cases under the Narcotic Drugs and Psychotropic Substances Act, 1985 registered against them as well,"" said one of the sources. On Monday, a group of protesters went on a rampage and vandalised shops near Maujpur Chowk. Shahrukh was caught on camera confronting a lone policeman. He opened multiple rounds of fire and even pointed the gun at the cop's face point-blank. Watch Man who opened fire in front of cop during Delhi CAA clashes identified"
29	"NEW DELHI: BJP leader Kapil Mishra made an appearance before the special cell of Delhi Police in Lodhi Colony on Thursday afternoon. After he came out Mishra said that he only came to file a complaint against people who according to him are running a campaign against him in the northeast Delhi riots case. ""When the Delhi Police is filing charge sheets, when the rioters are being arrested at this time there is a section which is running a hate campaign against me and trying to save the real conspirators and that is why I came to the Special Cell office to file a complaint so that these people could be investigated,"" Mishra said. Asked if the police also questioned him regarding his role in the northeast Delhi riots, he said that the police has already questioned him and these details are already in the charge sheets. BJP leader Mishra was questioned in the last week of July by the Delhi Police Special Cell in connection with the northeast Delhi riots, where he claimed that he had gone to the area to ""resolve the situation"", that he gave ""no speech"", and that remarks made by him standing next to a DCP were only meant to convey his intention of launching a 'dharna' to counter anti-CAA protesters. These details find a mention in a charge sheet filed by the Delhi Police before Delhi's Karkardooma court last week. In a video tweeted by him on February 23 - a day before riots broke out in northeast Delhi - Mishra can be seen addressing a pro-CAA gathering near the Maujpur traffic signal and standing next to DCP (North East) Ved Prakash Surya. He can be seen saying, ""They (protesters) want to create trouble in Delhi. That's why they have closed the roads. That is why they have created a riot-like situation here. We have not pelted stones. The DCP is standing in front of us and on your behalf, I want to tell him that till the US President (Donald Trump) is in India, we are leaving the area peacefully. After that, we won't listen to you (police) if the roads are not vacated by then. We will have to take to the streets."" Violence broke out in northeast Delhi on February 24 between CAA supporters and protesters and spiralled out of control leaving at least 53 people dead and around 200 injured. "
30	"NEW DELHI: The special investigating team probing the violence that occurred during the anti-CAA protests has found that at least 15 criminals, who are Bangladeshis, were involved in the clashes that took place in Seemapuri on December 20. Sources said all of them were staying illegally in JJ colonies on the city’s borders. The Bangladeshis were earlier arrested for carrying out burglaries. Police sources said they have been identified and will be arrested soon. The SIT will now be probing who funded the protests as it suspects a foreign hand in it. The team will also visit Tihar Jail to interrogate the arrested rioters. During the Seemapuri riots, a group protesting at the Delhi-Ghaziabad border suddenly turned violent and started pelting stones at parked vehicles. When police tried to intervene, the mob chased after the handful of cops and threw stones and broken bottles at them. The SIT is probing whether there was a common link between all the riots. They are also trying to find out the source from which such huge gatherings at Seelampur and Daryaganj were mobilised. Some of the WhatsApp groups through which the youths were mobilised are being scanned to identify who motivated them. It has been found that the riots were spearheaded by a handful of people. Efforts are on to establish whether they were the same set of people involved in sparking all instances of violence at Seelampur, Seemapuri and Daryaganj. The analysis of the rumours circulated to fan the riots indicated at a well thought out strategy of someone who had been watching the developments from a distance. Police were shocked to find rioters already carrying stones and Molotov cocktails when they had reached the spot. "
31	"NEW DELHI: Ignoring the Centre�s strong protest against Iranian foreign minister Javad Zarif�s comments on the Delhi riots, Supreme Leader of Iran Ayatollah Khamenei on Thursday slammed India on the violence. Using the hashtag #IndianMuslimsInDanger, the Ayatollah tweeted, �The hearts of Muslims all over the world are grieving over the massacre of Muslims in India. The government of India should confront extremist Hindus and their parties and stop the massacre of Muslims in order to prevent India�s isolation from the world of Islam.� The hearts of Muslims all over the world are grieving over the massacre of Muslims in India. The govt of India shou� https://t.co/WuMYRDY75v� Khamenei.ir (@khamenei_ir) 1583409320000This comes even as the Centre urged the international community to refrain from �irresponsible comments� and �not be influenced by unsubstantiated narrative� on last week�s violence. On Tuesday, the MEA issued a demarche to the Turkish ambassador to protest against comments by Turkish President Recep Erdogan. �They are factually inaccurate and driven by political agenda. We don�t expect such irresponsible statements,� the MEA said. �UK has CAA concerns, but discussing them with India�In a speech in Ankara, Erdogan had said, �India right now has become a country where massacres are widespread. What massacres? Massacres of Muslims. By who? Hindus. How will these people make global peace possible? It is impossible. When making speeches � since they have a large population � they say, �we are strong� but that is not strength.� Freedom House, a US think tank, also flagged concerns about India. �The Indian government has taken its Hindu nationalist agenda to a new level with a succession of policies... threatening the democratic future of a country long seen as a potential bulwark of freedom in Asia and the world,� it said. Nigel Adams, junior foreign minister of UK, told the House of Commons, �The UK government has concerns about the potential impact of the legislation (CAA). It is because of our close ties with India that we are able to discuss difficult issues with them and make clear our concerns where we have them, including on the rights of minorities. We will continue to follow events and to raise our concerns when we have with them,� the minister said. The MEA has not reacted to this remark yet. "
32	"NEW DELHI: Three more bodies were recovered from a drain in northeast Delhi on Sunday. Hospital authorities, however, said that they had not received any bodies. Dr Sunil Kumar, medical director of GTB Hospital, claimed there were no new deaths. “The toll at GTB stands at 38,” he said. The total number of deaths stand at 42. Two bodies were pulled out from the drain that runs through Bhagirathi Vihar in Gokulpuri and another from a drain in Shiv Vihar. “None of the three bodies has been identified. Whether they are of riot victims or not can only be ascertained after postmortem,” a cop said. Delhi Police said no call was received in the control room regarding rioting in the last four days. “A total of 254 cases have been registered; 41 of them are under Arms Act. Over 900 people have been detained. The situation under control,” Mandeep Randhawa, PRO, Delhi Police, said. On Sunday evening, their were reports of a man being beaten up by a group of people in the inner lanes of Bhajanpura. While the victim, Basant Jha, has not filed a complaint with Delhi Police as he is a resident of Ghaziabad, his brother told TOI that he had received injuries and his car was damaged. Jha who was travelling from Bawana to Ghaziabad was allegedly stopped by a group and beaten up with an iron rod. “The incident took place between 4 pm and 5pm. My brother works in the hardware sector and had gone to Bawana buy some material. When he was returning, some of the main roads leading towards Ghaziabad were barricaded. He was forced to take the internal roads, as suggested by the internet navigation system,” he said. “Somewhere near Begumpur in Bhajanpura, a group of men stopped his car. Initially, Basant refused to come out, but when they started damaging his car, he had to. They also checked his identity,” he claimed. Situation in most parts of northeast Delhi, however, remained peaceful with police as well as paramilitary officers deployed in large numbers. Meanwhile, the SIT team is focusing on murder cases first. Once investigation of these cases is streamlined, the probe will move on to other violent and assault cases, an officer said. Cops have also been carrying out raids in search of suspended AAP councillor Tahir Hussain, who has been booked in the murder case of Ankit Sharma, an IB official whose body was fished out from a drain. Police sources revealed that Tahir switched off his phone on February 27 at 10pm. His last location was near Dayalpur. The mobile number of a man who was coordinating with the media on behalf of Tahir was also switched off, they added. "
33	"BATHINDA: Hundreds of activists of 14 unions of farmers, farm labourers, youth and students held protest against the Citizenship (Amendment) Act (CAA), National Register of Citizens (NRC) and National Population Register (NPR) in Bathinda on Wednesday. They said PM Narendra Modi-led Union government and Delhi Police were mute spectators to mobs attacking persons from the minority community, which resulted in killing of at least 22 people on both sides by Wednesday. The protesters claimed that happenings in Delhi were no less than the 1984 anti-Sikh riots. The protesters demanded registration of cases against perpetrators of crimes and compensation of Rs 10 lakh to families of all deceased. On a call given by these organisations, effigies of the Union government were burnt at 46 places in 15 districts of Punjab. Many protesters held pictures of martyr Bhagat Singh and said freedom fighters would have never dreamt that such senseless sectarian violence would happen in India and even religious places of a particular community would be targeted by vandals. Farm labour organisation Punjab Khet Mazdoor Union state general secretary Lachhman Singh Sewewala said the happenings in Delhi were �very disturbing�. �Again, the same is being practised and members of minority community are being targeted. This will dent the secular image of India,� he said. Farmer organisation BKU (Ekta Dakaunda) president Buta Singh Burjgill and general secretary Jagmohan Singh said they were with Muslims of Delhi who had been made to face harrowing times. �We will never tolerate such attacks on minority communities. Our protests will continue on Thursday,� Buta said. "
34	"GURUGRAM: About 100 km from the seat of the Delhi riots, Mewat's 'Shaheen Bagh' is feeling the heat.  ""Things have changed since Delhi was allowed to burn,"" said Salamuddin, a lawyer and president of the Mewat Vikas Sabha.  The peaceful protest at Badkali Chowk against CAA, NRC and NPR began exactly a month ago, on the death anniversary of Gandhi. All of Mewat has been under Section 144 for about two months now, but the protest continues. The makeshift tent has been put together by locals just a little ahead of Badkali Chowk, sectioned into halves for women and men. It started with a handful of people holding readings of the Constitution, poetry and ghazals. By now, about 1,500 attend the protest every day. While the stir expanded by the day, police had not tried to clear the protest site - some cops said everything had been peaceful and they saw no reason to take action - until now. ""As pressure builds up elsewhere, the administration here has also been growing apprehensive. They have been asking us to end the protest. But we are determined to press on,"" Salamuddin said.  The middle ground they have reached is this - no speaker from outside will be invited for a week or so, and all speeches will be screened. ""No matter what happens in Delhi, we will not allow that to spill over here. There is no space for hatred,"" said Mohammed Sabir Qasmi, president of Jamiat Ulama e Hind's Gurugram unit. Atif, a young protester, said many in his family live in areas that were torched during the riots in north-east Delhi. ""Some of them fled from Hauz Rani and Shiv Vihar. They have been forced to abandon everything they have known, their houses and mosques razed to the ground - but they don't blame anyone. They have been asking us not to fall for hate speech,"" he added. Closer home, a fringe outfit, Hindu Sena, has unleashed an inflammatory campaign in Gurugram. But protesters are determined to keep that rhetoric out of the demonstration space here. ""We want action against politicians who incite violence and force minorities to flee their homes. But we don't want our people here to get instigated. We will go by what Gandhi and Ambedkar said and keep peace. We read their works here every day,"" said Atif. Every day, around 10am, the spot comes alive with the national anthem played on speakers. By noon, people from areas nearby flock to the protest, national flags and posters of Gandhi and Ambedkar in hand. They read the paper, perform skits and debate the political nuances of the law they are opposing. The day ends, again, with the national anthem. ""We want harmony. The point of our protest is to preserve that. We are not against anyone, nor is anyone against us,"" said Qasmi.  In keeping with the spirit of the protests that inspired them, it's women at the forefront of the Badkali Chowk protest too. ""Women have been leading our protest. Some who never spoke a word in the presence of men are addressing large gatherings. Young girls recite nazms, relate their experiences and give speeches,"" said Salamuddin.  And what do they speak of? ""Our girls talk about the schools they never got, the safety they never had and the fears they always live with. They find it liberating,"" said a 65-year-old woman. "
35	"NEW DELHI: The Delhi high court has granted bail to two persons, facing prosecution in a case of murder and criminal conspiracy relating to last year's northeast Delhi riots. Justice Suresh Kumar Kait noted that the accused Pradeep Rai and Aman Kashyap are in judicial custody and the trial shall take substantial time. However, without commenting on the merit of the case, the court said it was of the opinion that the two men deserve bail. The high court directed that the two accused be released on bail on furnishing a personal bond of Rs 20,000 each with one surety of like amount. It directed them not to directly or indirectly influence any prosecution witnesses. The two men are accused in an FIR lodged at Dayalpur police station in northeast Delhi for offences of murder, rioting and criminal conspiracy under the IPC. The counsel of the accused submitted that one of the eyewitnesses in the case is an eyewitness in multiple FIRs lodged at Dayalpur police station relating to the riots incident that took place on February 25, last year. He said the incidents took place in Gali no. 10 and 3 and there is a distance of around 500-700 metres between them and therefore, he seemed to be a planted witness. The high court had directed the prosecution to verify as to how the concerned witness had witnessed the incidents which took place in different lanes. After verification, the prosecution filed a report stating that the distance between Gali no.10 and Gali no.3 is about 350 metres. To this, the high court said, �In the prima facie opinion of this court, it is possible that the eye witness, who in the present case is resident of Gali no.8, might have seen the incident taking place in Gali No.10, which is close to his place, but how he could see the present incident which has taken place in Gali No.3, and away from Gali no.10 and Gali no.8, is doubtful.� Earlier, the trial court had dismissed the bail pleas of the two men saying the eye witness' statements cannot be thrown into the dustbin merely on the bleak allegations that they are �planted witnesses�. Communal violence had broken out in northeast Delhi on February 24 last year after clashes between citizenship law supporters and protestors spiralled out of control leaving at least 53 people dead and around 200 injured. "
36	"NEW DELHI: The Delhi police on Friday filed its first chargesheet in a court in connection with recent riots in northeast Delhi accusing Shahrukh Pathan, arrested in a case related to Jaffarabad area, of trying to kill head-constable Deepak Dahiya and others by firing at them on February 24. The final report of over 350 pages charged the accused with attempt to murder, rioting, obstructing public servant in discharge of public function and assaulting or using criminal force to deter public servant from discharging his duty. In the charge sheet, besides the provisions of the Indian Penal Code, Delhi Police have also invoked the provisions of the Arms Act against the accused. If convicted, Shahrukh may get a maximum of 10 years jail and will also be liable for a fine. The FIR in the case was lodged on February 26. Shahrukh was arrested by Narcotics Cell, Crime on March 3 and is in jail. He was the first person to be arrested in the riot cases. During investigation, one Kaleem Ahmad, a resident of Kairana, Uttar Pradesh, who had given shelter to the accused Shahrukh, was also arrested in this case. Section 216 (Harbouring offender who has escaped from custody or whose apprehension has been ordered) and other provisions of IPC were also added against the accused person during the course of probe, police said. Besides Shaharukh Pathan and Kaleem Ahmad, the name of one Ishtiyak Mallik, a resident of Arvind Nagar, Ghonda, Delhi whose location was also found at the spot, also appears as accused. According to police, the weapon of offence, a 7.65 mm pistol and 2 live rounds, were recovered from Shahrukh in the case. Pathan, 23, whose picture showing him pointing a gun at unarmed Delhi Police head constable Deepak Dahiya during the communal riots went viral on social media, was arrested from Uttar Pradesh's Shamli district. After opening fire, he kept the pistol at home and fled from the city in a car, police said. In the viral video, Pathan, a resident of northeast Delhi's Ghonda, could be seen pointing his pistol at the policeman on the Jaffrabad-Maujpur road on February 24. Police said after seeing himself on news channels following the incident, Pathan changed his clothes and fled to Punjab. He then moved to Bareilly in UP before hiding at a friend's house in Shamli in the state. The good quality semi-automatic pistol used by Pathan was bought from Munger in Bihar, according to police. A college dropout, Pathan was interested in body building and modelling. He used to make TikTok videos. He owns a shop and a socks manufacturing factory in Ghonda. The case was lodged under various provisions of the IPC including section 186 (obstructing public servant in discharge of public functions), section 353 (Assault or criminal force to deter public servant from discharge of his duty) and section 307 (attempt to murder), sections 147 and 148 (both related to rioting). Provisons of the Arms Act were also invoked. "
37	"MEERUT: Of the 42 dead in northeast Delhi , at least seven are from adjoining west UP districts and the number is likely to soar as those killed in the riots are still being identified. Mostly in their 20s, those who fell prey to the mobs were daily wage labourers who had come to the national capital looking for better prospects. According to police, three of the dead were from Bulandshahr and two each from Hapur and Muzaffarnagar. Slain IB sleuth Ankit Sharma was also from Muzaffarnagar. He was cremated on Thursday in his native Itawa village, with full state honours. While some families are still waiting for the bodies to arrive-- with graves dug and the shrouds purchased. Till Friday afternoon, the family members of Ashfaq Hussain (22) were waiting for his body to arrive in Bulandshahr village. An electrician who got married just 10 days ago, Ashfaq was going to attend a job complaint when he was shot, five times. His wife of 10 days has not slept for the last four days, and wants a glimpse of her husband, one last time. Parvez Ahmad, a 50-year-old social activist from Muzaffarnagar, was shot dead when he went out to pacify people of two communities rioting on northeast Delhi street. While in Hapur Dehat, the news of Mohsin’s “presumed death” was broke to his family on Friday morning. Mohsin’s charred car was recovered during the violence. Hapur’s additional superintendent of police (ASP) Sarvesh Mishra said, “It is presumed that he (Mohsin) has succumbed to burn injuries, but his body is yet to be identified. He used to work at a generator repair shop in Noida.” 22-year-old Suleman’s body was brought to his native village in Hapur on Friday evening for burial. A resident of Babugarh area in Hapur, Suleman was a daily wage worker. A Bulandshahr resident, Shahid Khan (25), an auto-rickshaw driver who got married three months ago, was returning home after dropping a passenger when he was killed. His family buried him on Thursday, two days after the death. Shaban Aziz (22), a labourer, was the third casuality from Bulandshahr. He lived with his family in Delhi’s Gokulpuri area. “Efforts are being made by officials to address grievances of the victims’ families. We are taking the help of local religious leaders to check escalation of tension,” a senior police official said. "
38	"NEW DELHI: The Delhi high court on Friday granted bail to Faizan Khan, the man who supplied SIM card to Delhi riots accused and Jamia scholar Asif Iqbal Tanha, after observing that invocation of UAPA against him was based on nothing but ""bald statements"". ""The material on record and the investigating agency's status report do not disclose the commission of the offences under the UAPA, 1967, except the bald statements of the witnesses,"" a single judge bench of the high court comprising Justice Suresh Kumar Kait noted while granting bail to Khan. The bench also said that there is no proof on record such as CCTV footage, video clip or chat record of the petitioner with any of the group, except the allegation that he provided SIM card on a fake ID in December 2019 and took a small amount of Rs 200 for the same. ""It is not the case of the prosecution that he provided many SIM cards and continued to do the same. It is also not the case of the prosecution that he was part of any chat group or part of any group which conspired to commit offence as alleged in the present case,"" the bench said. The court, while granting bail to the petitioner, directed him to submit a personal bail bond of Rs 25,000 with one surety of the like amount. ""I am of the view that the petitioner deserves bail,"" the bench said. The court noted that for invoking the UAPA against the petitioner, it is the duty of the investigating agency to demonstrate that the petitioner had ""actual knowledge"" that the said SIM card would be used for organising protests. ""It was imperative for the investigating agency to demonstrate that the petitioner had 'active knowledge' about the utilisation of the said SIM card. It is not alleged that the petitioner was party to any such conspiracy to organise protests,"" the bench said. The court also observed that the petitioner voluntarily appeared before the agency for questioning and did not evade or flee between the period of registration of the FIR (March 6) and the date of his arrest (July 29). ""This is material fact shows that the petitioner has fully cooperated with the probe and had made himself available as and when directed by the investigating agency,"" the bench noted. The court also directed that the petitioner shall not directly or indirectly influence any witness or tamper with the evidence. ""The trial court shall not get influenced by the observation made by this court while passing the order in the present petition,"" it said. Khan was arrested by the Delhi Police on July 29 on charges of being part of the conspiracy hatched by Umar Khalid and his associates to organise the riots in north-east Delhi during the visit of US President Donald Trump in February 2020. Khan had allegedly supplied and activated a SIM card registered fraudulently in the name of one Abdul Jabbar, but actually used by the the Jamia Coordination Committee (JCC) headed by Jamia student Safoora Zargar. "
39	"NEW DELHI: The government on Tuesday said the Delhi Police has arrested hundreds of miscreants for their alleged involvement in the recent riots in the national capital, while a close watch is being kept on social media platforms to check rumours and unfounded propaganda. The Delhi Police has taken several steps to control the law and order situation in the national capital, Union minister of state for home Nityanand Rai said in Lok Sabha in a written reply. Police officers along with adequate force, including 76 companies (7,600 personnel) of the Central Armed Police Forces, were deployed at vulnerable points, he said. ""More than 120 FIRs have been lodged and hundreds of miscreants have been arrested. Investigating Officers are collecting CCTV footage and seeking out videos from public to bring the guilty to book. A close watch is being kept on social media platforms which may disseminate rumours and unfounded propaganda,"" the minister added. Rai said prohibitory orders under Section 144 of the Criminal Penal Code (CrPC) are being imposed in riot-hit areas. Police forces have conducted flag marches in these areas to instill confidence among people. Appeal has been made to people to maintain peace and not to believe rumours. Meetings of local peace committees, resident welfare associations, market welfare associations, civil society groups, representatives of political parties etc have been held in the affected areas, he said. "
40	"NEW DELHI: Investigation in cases of riots often hits a roadblock due to lack of evidence. It becomes even more difficult to ascertain the correct sequence of events, let alone identifying the rioters. However, thanks to the video footage available with them, Delhi Police is sure that the perpetrators of the recent riots will be brought to books. Apart from the CCTV footage from the affected areas, mobile videos shot by the residents have also helped the cops join the missing dots and place a verified sequence on record. Soon after formation of the SIT in the riots, Delhi Police had appealed to people to share whatever video evidence they had recorded during the riots. According to additional commissioner, Mandeep Singh Randhawa, Delhi Police has till date received as many as 2,162 videos from public. Police are carefully examining the authenticity of the videos before using them to identify the rioters, said a source. �The videos are carefully examined for any tampering by our video experts and then inventoried and categorised based on areas and case FIRs,� he added. Of the 2,162 videos received, police have filtered out only 1,330 usable videos. Many of the videos received were similar too. �After categorisation, the videos are manually analysed by showing them to locals and informers. They are then run through a software, which uses facial recognition technology, to identify the suspects.� Police are also selecting the videos sent by people who had recorded them themselves on their mobile phones. ""These videos are being sent for forensic analysis and can be used as an evidence in the court as well. Forwarded videos can aide in investigation, but not be placed on record in court,� a senior cop said. From the sensational murders of head constable Ratan Lal to the killing of IB official Ankit Sharma - the videos have played a crucial role during the probe. The mystery of four bodies recovered from the drains in northeast Delhi was largely solved using the video footage. Police had also managed to solve the case of arson at a house, in which a 85-year-old woman died of asphyxia, using video footage. "
41	"NEW DELHI: A separate FIR has been filed by Special Cell of Delhi Police to probe the �larger conspiracy� behind the riots in northeast Delhi. Police have invoked the stringent Unlawful Activities Prevention Act (UAPA), apart from IPC sections on criminal conspiracy and sedition. Jamia Millia Islamia students Meeran Haidar and Safoora Zargar were first arrested by northeast district police and then by Special Cell through this FIR. Seven others, including activists like Gulfisha and Khalid Saifi, have been arrested in this case taking the number of accused to nine. Six of the nine accused, including Haidar and Zargar, are now booked under UAPA. They have also been booked for sedition and promoting enmity between different groups on the grounds of religion and rioting. Former Jawaharlal Nehru University student Umar Khalid, who is already facing trial for sedition in the Afzal Guru commemoration event of 2016, is also under probe in this FIR for his hate speeches given against Citizenship Amendment Act, a senior officer said. Haider and Zargar, who are members of Jamia Coordination Committee (JCC), are in judicial custody. While Haider is a PhD student and president of RJD youth wing�s in Delhi, Zargar is an MPhil student at Jamia and the media coordinator of JCC. The communal riots, which broke out on February 23, led to the deaths of over 50 people. Police in northeast district have filed close to 750 FIRs in connection with the riots and have arrested many on charges of murder and attempted murder. The cases are now being probed by the Crime Branch. The Special Cell�s FIR has been lodged on a tip-off from intelligence agencies and inputs obtained by the special branch. The case has been lodged on the statement of a Special Cell sleuth saying that the communal violence was fallout of a �premeditated conspiracy�. A probe is on in Khalid�s two extremely provocative speeches in which he allegedly appealed to people to block the roads during the visit of US President Donald Trump to make treatment of minorities in India an international issue. According to the latest FIR, the accused were assigned responsibilities to congregate people from different areas and make women and children block the roads under Jafrabad metro station to fuel tension in the area. This was something that reportedly triggered the riots. The FIR also focuses on the preparations for the riots that saw massive use of firearms, Molotov cocktails, acid bottles, bricks and stones. All these things were collected inside numerous homes and on terraces over a period of time. "
42	"NEW DELHI: High density population, narrow lanes and bylanes in the northeast Delhi areas had restricted the movement of forces and vehicles during the riots last month, the Union home ministry said in the Rajya Sabha on Wednesday. MoS (home) G Kishan Reddy, in written reply to a question, said Delhi Police acted swiftly and professionally nevertheless, ensuring the disturbance was contained and not allowed to spread. Reddy said as reported by Delhi Police, until March 12,763 cases, including 51 cases under Arms Act had been registered; 3,304 persons arrested/ detained; 52 persons killed and 545 injured; and 226 houses and 487 shops damaged in the riots. "
43	"NEW DELHI: The Special Cell has formally arrested a man named Haseen Qureshi for allegedly being involved in the murder of intelligence official Ankit Sharma during the northeast Delhi riots. Police claimed his interrogation had, for the first time, shed light on what transpired at the Pulia in Chand Bagh where Sharma was brutally killed by a mob. Qureshi, who was arrested by the southwestern range of the Special Cell on Thursday, has reportedly told the cops that he was present in the area with his friend Sameer. Around 2pm, he saw violence had broken out in the area and decided to join in. He told cops they mingled in the crowd and started throwing stones at people from the other community who had gathered on the other side of the Pulia. In the meantime, Qureshi picked up a knife kept near the stall of a sweet shop and stood on the road near the residence of suspended AAP councillor Tahir Hussain, a source said. Hussain, along with his brother Shah Alam, has been arrested on the charges of hatching a conspiracy that led to Sharma’s murder. After walking around for some time, Qureshi saw that a group of 20-30 people had been dragging a person from the other side of the Pulia to this side, said the source. Qureshi claimed he didn’t know the man’s identity. As he rushed towards the group, police claimed, he saw the mob brutally thrashing the man with sticks, stones and other objects and stabbed the person three times and also kicked him. He apparently told the cops that as the man stopped responding after a few minutes, they picked up his body and threw it in the drain. The next day — when Sharma’s body was recovered from the Chand Bagh drain — Qureshi identified the man from the photograph being shown on the television and went underground. He was nabbed by a Special Cell team led by DCP Sanjeev Yadav, who had formed a team comprising of ACP Sanjay Dutt and inspectors Atul Tyagi and Dalip Kumar to work on technical intelligence. By deploying sources on the ground to develop the electronic leads, the team zeroed in on Qureshi, whose location was found to be around the spot where Sharma was killed. The Special Cell is hoping to identify other killers with the help of Qureshi, who has been remanded in police custody. "
44	"New Delhi: A Delhi court has issued non-bailable warrant (NBW) against a man who was out on bail in a case registered under the stringent Unlawful Activities (Prevention) Act, after he failed to appear before it. Additional Sessions Judge Amitabh Rawat issued NBW against Faizan Khan in the northeast Delhi riots case after he did not appear before the court despite repeated calls. “Since the accused is absent despite repeated calls, hence, issue NBW against him with notice to his surety for next date of hearing,” the court said in its order passed on March 25. Khan’s counsel said she will move an application for cancellation of NBW against him. The court also directed police to supply hard copies of the chargesheets filed in the matter to all the 18 accused and put up the matter for further hearing on April 8. Khan, then salesperson of a telecom service provider, allegedly sold a SIM card on a fake ID to co-accused Asif Iqbal Tanha. TNN "
45	"NEW DELHI: A man accused of rioting in northeast Delhi in February was granted bail by a Delhi court on the ground that he was identified by a police constable much later after the incident. Additional sessions judge Vinod Yadav’s order called it prima facie a “very weak” evidence. “If the constable was present at the time of the riots at the spot and had identified the applicant as one of the rioters, then the least he should have done was to report him at the police station. But he didn’t. His naming the applicant in his statement on March 7 is a very weak evidence,” it said. The constable, in his statement, had named Ahmed and two others accusing them of unlawful assembly and causing damage to a school. Seeking bail for the accused, Ahmed, advocate Abdul Gaffar argued that though the incident took place on February 25, the FIR had been registered on March 5 and his client was arrested on March 16. “The applicant is not named in the FIR. There is no CCTV footage in which he can be seen. There is no call data record (CDR) of the applicant. He has been arrested merely on the basis of constable Piyush’s statement,” Gaffar argued. Special public prosecutor DK Bhatia claimed that the delay in filing of the FIR was owing to the rampant nature of riots and curfew-like situation in the area. “The situation attained normalcy only in the first week of March. Thereafter, complainants started reporting to police,” he argued. Bhatia added that Piyush was the area’s beat constable and knew Ahmed resided there. The court held that after Ahmed’s arrest, the investigating officer should have got his judicial test identification parade conducted. “The applicant is admittedly not seen in any CCTV footage. His CDR locations are also not there on record,” it added. "
